id,formattedAddress,city,state,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listingType,listedDate,daysOnMarket,listingWebsite
"4239-8th-Ave-NE,-Seattle,-WA-98105","4239 8th Ave NE, Seattle, WA 98105",Seattle,WA,98105,47.658695,-122.32011,Apartment,0,1,241,2021,Active,1499,Standard,2025-11-22T00:00:00.000Z,1,
"1711-E-Olive-Way,-Apt-109,-Seattle,-WA-98102","1711 E Olive Way, Apt 109, Seattle, WA 98102",Seattle,WA,98102,47.619521,-122.323161,Condo,2,2,974,,Active,3800,Standard,2025-11-22T00:00:00.000Z,1,
"7735-S-Mission-Dr,-Seattle,-WA-98178","7735 S Mission Dr, Seattle, WA 98178",Seattle,WA,98178,47.503361,-122.236533,Single Family,5,2,2670,,Active,3740,Standard,2025-11-22T00:00:00.000Z,1,
"323-Queen-Anne-Ave-N,-Apt-610,-Seattle,-WA-98109","323 Queen Anne Ave N, Apt 610, Seattle, WA 98109",Seattle,WA,98109,47.621608,-122.35711,Condo,1,1,510,1983,Active,1795,Standard,2025-11-22T00:00:00.000Z,1,
"3236-Sw-Avalon-Way,-Seattle,-WA-98126","3236 Sw Avalon Way, Seattle, WA 98126",Seattle,WA,98126,47.56435,-122.374001,Apartment,1,1,587,1991,Active,1725,Standard,2025-11-22T00:00:00.000Z,1,
"4140-38th-Ave-S,-Seattle,-WA-98118","4140 38th Ave S, Seattle, WA 98118",Seattle,WA,98118,47.564988,-122.284667,Single Family,4,2,1700,,Active,3750,Standard,2025-11-22T00:00:00.000Z,1,
"9046-9th-Ave-SW,-Seattle,-WA-98106","9046 9th Ave SW, Seattle, WA 98106",Seattle,WA,98106,47.52144,-122.346263,Single Family,2,1,1480,,Active,2700,Standard,2025-11-22T00:00:00.000Z,1,
"2644-Sw-112th-St,-Seattle,-WA-98146","2644 Sw 112th St, Seattle, WA 98146",Seattle,WA,98146,47.503061,-122.367455,Single Family,4,3,1780,,Active,3700,Standard,2025-11-22T00:00:00.000Z,1,
"4423-Phinney-Ave-N-Apt-A,-Seattle,-WA-98103","4423 Phinney Ave N Apt A, Seattle, WA 98103",Seattle,WA,98103,47.660887,-122.354568,Single Family,3,3.5,2010,1999,Active,4500,Standard,2025-11-22T00:00:00.000Z,1,
"3411-Nw-Market-St,-Seattle,-WA-98107","3411 Nw Market St, Seattle, WA 98107",Seattle,WA,98107,47.668346,-122.401773,Single Family,2,1,832,,Active,1750,Standard,2025-11-22T00:00:00.000Z,1,
"4235-Brooklyn-Ave-NE,-Apt-101,-Seattle,-WA-98105","4235 Brooklyn Ave NE, Apt 101, Seattle, WA 98105",Seattle,WA,98105,47.659402,-122.314686,Condo,1,1,544,,Active,1595,Standard,2025-11-22T00:00:00.000Z,1,
"4751-21st-Ave-NE,-Seattle,-WA-98105","4751 21st Ave NE, Seattle, WA 98105",Seattle,WA,98105,47.664532,-122.305825,Apartment,0,1,250,,Active,1245,Standard,2025-11-22T00:00:00.000Z,1,
"4020-Linden-Ave-N,-Seattle,-WA-98103","4020 Linden Ave N, Seattle, WA 98103",Seattle,WA,98103,47.656096,-122.348045,Single Family,2,3,1890,,Active,4190,Standard,2025-11-22T00:00:00.000Z,1,
"1206-Queen-Anne-Ave-N,-Seattle,-WA-98109","1206 Queen Anne Ave N, Seattle, WA 98109",Seattle,WA,98109,47.629832,-122.356282,Apartment,1,1,671,1948,Active,1575,Standard,2025-11-22T00:00:00.000Z,1,
"4746-20th-Ave-NE,-Seattle,-WA-98105","4746 20th Ave NE, Seattle, WA 98105",Seattle,WA,98105,47.664418,-122.306184,Apartment,0,1,250,2023,Active,1250,Standard,2025-11-22T00:00:00.000Z,1,
"5440-Leary-Ave-NW,-Unit-211,-Seattle,-WA-98107","5440 Leary Ave NW, Unit 211, Seattle, WA 98107",Seattle,WA,98107,47.667498,-122.382567,Single Family,1,1,833,,Active,2850,Standard,2025-11-22T00:00:00.000Z,1,
"819-Virginia-St,-Unit-2807,-Seattle,-WA-98101","819 Virginia St, Unit 2807, Seattle, WA 98101",Seattle,WA,98101,47.616026,-122.335701,Condo,2,2,1236,,Active,3995,Standard,2025-11-22T00:00:00.000Z,1,
